review,rating,date,bank,source,translated_review,final_translation
Excellent,5,2023-04-04,CBE,A Google user,Excellent,Excellent
Wow,5,2023-04-03,CBE,A Google user,Wow,Wow
"The app was updated 7 days ago. Since then it doesn't show the balance and seems like it is trying to update but the update never show a result even if after the green indicator shows sync finished and all the links for the different transaction say ""none available"".",1,2023-04-03,CBE,A Google user,"The app was updated 7 days ago. Since then it doesn't show the balance and seems like it is trying to update but the update never show a result even if after the green indicator shows sync finished and all the links for the different transaction say ""none available"".","The app was updated 7 days ago. Since then it doesn't show the balance and seems like it is trying to update but the update never show a result even if after the green indicator shows sync finished and all the links for the different transaction say ""none available""."
Nice app i really like it,5,2023-04-03,CBE,A Google user,Nice app i really like it,Nice app i really like it
Nice,5,2023-04-03,CBE,A Google user,Nice,Nice
👏 amazing ap,5,2023-04-03,CBE,A Google user,👏 amazing ap,amazing ap
"The app says it failed to transfer the money but it transferred money, so there is a high chance of transferring money twice.",2,2023-04-02,CBE,A Google user,"The app says it failed to transfer the money but it transferred money, so there is a high chance of transferring money twice.","The app says it failed to transfer the money but it transferred money, so there is a high chance of transferring money twice."
Very Good,5,2023-04-02,CBE,A Google user,Very Good,Very Good
To say frankly this is amazing App Thanks CBE,5,2023-04-02,CBE,A Google user,To say frankly this is amazing App Thanks CBE,To say frankly this is amazing App Thanks CBE
Not perfectly,2,2023-04-01,CBE,A Google user,Not perfectly,Not perfectly
It is very nice app.,5,2023-03-31,CBE,A Google user,It is very nice app.,It is very nice app.
So far so good.,4,2023-03-31,CBE,A Google user,So far so good.,So far so good.
I have been using this app for 3 years and it was great. But now it has big problem. I can't pay bills or transfer money. Please fix it!,5,2023-03-31,CBE,A Google user,I have been using this app for 3 years and it was great. But now it has big problem. I can't pay bills or transfer money. Please fix it!,I have been using this app for 3 years and it was great. But now it has big problem. I can't pay bills or transfer money. Please fix it!
Good,5,2023-03-31,CBE,A Google user,Good,Good
Doesn't work after update,1,2023-03-31,CBE,A Google user,Doesn't work after update,Doesn't work after update
Why is this app not showing money transfer to other people?,1,2023-03-31,CBE,A Google user,Why is this app not showing money transfer to other people?,Why is this app not showing money transfer to other people?
oo my good reach to my gool,5,2023-03-31,CBE,A Google user,oo my good reach to my gool,oo my good reach to my gool
The most convenient banking app in Ethiopia. The password management system is top class.,5,2023-03-30,CBE,A Google user,The most convenient banking app in Ethiopia. The password management system is top class.,The most convenient banking app in Ethiopia. The password management system is top class.
Not bad app beter than Banke of Abssinya,1,2023-03-30,CBE,A Google user,Not bad app beter than Banke of Abssinya,Not bad app beter than Banke of Abssinya
Thanks you,5,2023-03-30,CBE,A Google user,Thanks you,Thanks you
Bad,5,2023-03-29,CBE,A Google user,Bad,Bad
WOW the app solves big problems,5,2023-03-29,CBE,A Google user,WOW the app solves big problems,WOW the app solves big problems
አብዛኞቹ ነገሮች ነፍ ግዜ ከሞከርን በውሀላ ነው የሚሰሪው በአካል መከራ በ App መከራ ውይ ውይ,1,2023-03-29,CBE,A Google user,"If we try most things, if we try a life time, the person will go to the Appointment Appointment Oops",App
Best,5,2023-03-29,CBE,A Google user,Best,Best
Tanks CBE,5,2023-03-29,CBE,A Google user,Tanks CBE,Tanks CBE
Nice app so far....,5,2023-03-28,CBE,A Google user,Nice app so far....,Nice app so far....
It good,1,2023-03-27,CBE,A Google user,It good,It good
Wonderful,4,2023-03-27,CBE,A Google user,Wonderful,Wonderful
I want to yoin yourbank,5,2023-03-27,CBE,A Google user,I want to yoin yourbank,I want to yoin yourbank
I like,5,2023-03-27,CBE,A Google user,I like,I like
"Many thanks for z team, specially for IT team, you are the first. Stay safe",4,2023-03-27,CBE,A Google user,"Many thanks for z team, specially for IT team, you are the first. Stay safe","Many thanks for z team, specially for IT team, you are the first. Stay safe"
ምርጥ App ነው።,4,2023-03-27,CBE,A Google user,It's the best app.,App
"I have been using this wonderful app. It is easy to use and user-friendly and perfect user experience app. I just have one suggestion, if you cloud add more info like who(person or company) deposited, and deposit discrimination if any in the recent transaction section of the app. The rest is perfect.",5,2023-03-26,CBE,A Google user,"I have been using this wonderful app. It is easy to use and user-friendly and perfect user experience app. I just have one suggestion, if you cloud add more info like who(person or company) deposited, and deposit discrimination if any in the recent transaction section of the app. The rest is perfect.","I have been using this wonderful app. It is easy to use and user-friendly and perfect user experience app. I just have one suggestion, if you cloud add more info like who(person or company) deposited, and deposit discrimination if any in the recent transaction section of the app. The rest is perfect."
Good to save time,5,2023-03-26,CBE,A Google user,Good to save time,Good to save time
Best of best app at all Cbe always relays on,5,2023-03-25,CBE,A Google user,Best of best app at all Cbe always relays on,Best of best app at all Cbe always relays on
Please Add the fingerprint Biometric System.,5,2023-03-25,CBE,A Google user,Please Add the fingerprint Biometric System.,Please Add the fingerprint Biometric System.
በርቱ ብዝ ቀጥሉ,5,2023-03-25,CBE,A Google user,Go on the knees,
Fantastic,5,2023-03-25,CBE,A Google user,Fantastic,Fantastic
Other bank option isnt work,1,2023-03-25,CBE,A Google user,Other bank option isnt work,Other bank option isnt work
Dood systems all people,5,2023-03-25,CBE,A Google user,Dood systems all people,Dood systems all people
"The recent update has a bug. ""Transfer to other bank option"" will force close the app. Please fix it.",1,2023-03-24,CBE,A Google user,"The recent update has a bug. ""Transfer to other bank option"" will force close the app. Please fix it.","The recent update has a bug. ""Transfer to other bank option"" will force close the app. Please fix it."
We need update How to updated the app,3,2023-03-23,CBE,A Google user,We need update How to updated the app,We need update How to updated the app
"Now that I could change b/n accounts easily, I'm much satisfied with this app; and I upgrade my rating to 5 star. However, I wish the app would enable to produce report a history of at least 3 months.",5,2023-03-23,CBE,A Google user,"Now that I could change b/n accounts easily, I'm much satisfied with this app; and I upgrade my rating to 5 star. However, I wish the app would enable to produce report a history of at least 3 months.","Now that I could change b/n accounts easily, I'm much satisfied with this app; and I upgrade my rating to 5 star. However, I wish the app would enable to produce report a history of at least 3 months."
It's not working on Samsung note9,1,2023-03-23,CBE,A Google user,It's not working on Samsung note9,It's not working on Samsung note9
100 gud,5,2023-03-23,CBE,A Google user,100 gud,100 gud
"The reason I give you one star it's because you always need verification key in bank branch this issue is not good at all,it's better to work like other bank like united bank awash bank they not required authorization by bank branch only app give you verification key not by bank branch",1,2023-03-23,CBE,A Google user,"The reason I give you one star it's because you always need verification key in bank branch this issue is not good at all,it's better to work like other bank like united bank awash bank they not required authorization by bank branch only app give you verification key not by bank branch","The reason I give you one star it's because you always need verification key in bank branch this issue is not good at all,it's better to work like other bank like united bank awash bank they not required authorization by bank branch only app give you verification key not by bank branch"
Very useful app Help Me to pay my tuition fees in my house Thanks,5,2023-03-23,CBE,A Google user,Very useful app Help Me to pay my tuition fees in my house Thanks,Very useful app Help Me to pay my tuition fees in my house Thanks
"I've been using this app for over a year. It's user friendly, but my problem with it is that it only tells me any transaction I've made through this app after a day or two. It doesn't show right away so I need you to fix it ASAP please.",4,2023-03-22,CBE,A Google user,"I've been using this app for over a year. It's user friendly, but my problem with it is that it only tells me any transaction I've made through this app after a day or two. It doesn't show right away so I need you to fix it ASAP please.","I've been using this app for over a year. It's user friendly, but my problem with it is that it only tells me any transaction I've made through this app after a day or two. It doesn't show right away so I need you to fix it ASAP please."
Really it's very good solution to peoples and i am using this application everyday as well as it's important to my business in the activities. More of the application is used for my firemds and my parents as usual as significant. My objectives were so vast i wish the app Will functional every in my life activities and more of saving my time amd easy to use every were. Whenever i was going to working my day today activities if i wants to transfer the money from my own account to others is good..,5,2023-03-22,CBE,A Google user,Really it's very good solution to peoples and i am using this application everyday as well as it's important to my business in the activities. More of the application is used for my firemds and my parents as usual as significant. My objectives were so vast i wish the app Will functional every in my life activities and more of saving my time amd easy to use every were. Whenever i was going to working my day today activities if i wants to transfer the money from my own account to others is good..,Really it's very good solution to peoples and i am using this application everyday as well as it's important to my business in the activities. More of the application is used for my firemds and my parents as usual as significant. My objectives were so vast i wish the app Will functional every in my life activities and more of saving my time amd easy to use every were. Whenever i was going to working my day today activities if i wants to transfer the money from my own account to others is good..
Nice,5,2023-03-22,CBE,A Google user,Nice,Nice
Old version is better on showing old transaction list than this one,2,2023-03-22,CBE,A Google user,Old version is better on showing old transaction list than this one,Old version is better on showing old transaction list than this one
Good,5,2023-03-22,CBE,A Google user,Good,Good
Great,5,2023-03-22,CBE,A Google user,Great,Great
I like it,5,2023-03-22,CBE,A Google user,I like it,I like it
I love it,5,2023-03-22,CBE,A Google user,I love it,I love it
Wow CBE,5,2023-03-21,CBE,A Google user,Wow CBE,Wow CBE
Wow,5,2023-03-21,CBE,A Google user,Wow,Wow
Please don't make us force update the app it log us out and we need to go in person to the branch to use the app that is hard for people like us who travele a lot from country,1,2023-03-21,CBE,A Google user,Please don't make us force update the app it log us out and we need to go in person to the branch to use the app that is hard for people like us who travele a lot from country,Please don't make us force update the app it log us out and we need to go in person to the branch to use the app that is hard for people like us who travele a lot from country
Please! in the next update add tele birr transfer to other.,5,2023-03-21,CBE,A Google user,Please! in the next update add tele birr transfer to other.,Please! in the next update add tele birr transfer to other.
Good job kep it up,1,2023-03-20,CBE,A Google user,Good job kep it up,Good job kep it up
I use this up it was very convenient and fast to transfer and receive money,5,2023-03-20,CBE,A Google user,I use this up it was very convenient and fast to transfer and receive money,I use this up it was very convenient and fast to transfer and receive money
👍👍👍,5,2023-03-20,CBE,A Google user,,thumbs up thumbs up thumbs up
baaye gaari dha,4,2023-03-20,CBE,A Google user,baaye gaari dha,baaye gaari dha
Where can i get verfication code,3,2023-03-20,CBE,A Google user,Where can i get verfication code,Where can i get verfication code
Good job,5,2023-03-20,CBE,A Google user,Good job,Good job
I have been using this app for long period of time & I'm very happy. because I'm also use other banks app and nothing can compare this. I know so many people using this app too & we all happier by using this app especially it gives us very helpful recently data for long period of time which is the money we sent and received with very clear info. And its reduced the time which we spend by printing statement on branches. But on this version this future shortened by limited recently data. Whyyy???,2,2023-03-19,CBE,A Google user,I have been using this app for long period of time & I'm very happy. because I'm also use other banks app and nothing can compare this. I know so many people using this app too & we all happier by using this app especially it gives us very helpful recently data for long period of time which is the money we sent and received with very clear info. And its reduced the time which we spend by printing statement on branches. But on this version this future shortened by limited recently data. Whyyy???,I have been using this app for long period of time & I'm very happy. because I'm also use other banks app and nothing can compare this. I know so many people using this app too & we all happier by using this app especially it gives us very helpful recently data for long period of time which is the money we sent and received with very clear info. And its reduced the time which we spend by printing statement on branches. But on this version this future shortened by limited recently data. Whyyy???
Best app,5,2023-03-19,CBE,A Google user,Best app,Best app
swet,5,2023-03-19,CBE,A Google user,wish,swet
it is good app to use. unless the exchange rate section has confused rate specially Suddanesse dinar (SDD) implies high buy rate and low sell rate.,4,2023-03-18,CBE,A Google user,it is good app to use. unless the exchange rate section has confused rate specially Suddanesse dinar (SDD) implies high buy rate and low sell rate.,it is good app to use. unless the exchange rate section has confused rate specially Suddanesse dinar (SDD) implies high buy rate and low sell rate.
ለተቀነሰው ገንዘብ ወዲያውኑ ኖቲፋይ ባለማድረጉ የተጠቃሚ ጌዜ እያባከነ ይገኛልና ብታስተካክሉ።,1,2023-03-18,CBE,A Google user,"And if you do not use a warflet for the previous funding, you will be supporting the user gender.",
Nice application. Thanks,5,2023-03-17,CBE,A Google user,Nice application. Thanks,Nice application. Thanks
"Still the best mobile banking app out here beautiful ui very functional , i wish u used the nfc capability of most devices and also smt intesrting with the new rolled out atm cards that has nfc chips in them it would be smt very new tap and pay through ur atm card to a device . All in all i love it",5,2023-03-17,CBE,A Google user,"Still the best mobile banking app out here beautiful ui very functional , i wish u used the nfc capability of most devices and also smt intesrting with the new rolled out atm cards that has nfc chips in them it would be smt very new tap and pay through ur atm card to a device . All in all i love it","Still the best mobile banking app out here beautiful ui very functional , i wish u used the nfc capability of most devices and also smt intesrting with the new rolled out atm cards that has nfc chips in them it would be smt very new tap and pay through ur atm card to a device . All in all i love it"
Great app.,4,2023-03-16,CBE,A Google user,Great app.,Great app.
Absolutely The Best Mobile banking i ever seen thank you CBE !!!,5,2023-03-16,CBE,A Google user,Absolutely The Best Mobile banking i ever seen thank you CBE !!!,Absolutely The Best Mobile banking i ever seen thank you CBE !!!
Perfect App if the following will improved: ==》Sometimes why delay to send text for receiver or sender? ==》Need full statement request option menu at home page ==》Please include Cash Withdrawal mechanism option in your next version,5,2023-03-15,CBE,A Google user,Perfect App if the following will improved: ==》Sometimes why delay to send text for receiver or sender? ==》Need full statement request option menu at home page ==》Please include Cash Withdrawal mechanism option in your next version,Perfect App if the following will improved: ==Sometimes why delay to send text for receiver or sender? ==Need full statement request option menu at home page ==Please include Cash Withdrawal mechanism option in your next version
Simple and Easy app,5,2023-03-15,CBE,A Google user,Simple and Easy app,Simple and Easy app
"The good thing is its simplicity to undertake the basic functions. Updates with improvements and fixes should have been released by now. Please fix. 5 years after last review… Issues with beneficiary are fixed. However, still unable to track transactions much less to download in appropriate formats. This feature got diminished in the latest update. Please improve and fix.",3,2023-03-15,CBE,A Google user,"The good thing is its simplicity to undertake the basic functions. Updates with improvements and fixes should have been released by now. Please fix. 5 years after last review… Issues with beneficiary are fixed. However, still unable to track transactions much less to download in appropriate formats. This feature got diminished in the latest update. Please improve and fix.","The good thing is its simplicity to undertake the basic functions. Updates with improvements and fixes should have been released by now. Please fix. 5 years after last review Issues with beneficiary are fixed. However, still unable to track transactions much less to download in appropriate formats. This feature got diminished in the latest update. Please improve and fix."
Not working @ all! 😡😡😡 Older version was much more better!,1,2023-03-15,CBE,A Google user,Not working @ all! 😡😡😡 Older version was much more better!,Not working @ all! angry angry angry Older version was much more better!
Best app,4,2023-03-15,CBE,A Google user,Best app,Best app
Nice,5,2023-03-14,CBE,A Google user,Nice,Nice
"Now after the last update has been launched, the app is being somewhat complex. The orders of the transaction is not working correctly. Please have a review on it.",1,2023-03-14,CBE,A Google user,"Now after the last update has been launched, the app is being somewhat complex. The orders of the transaction is not working correctly. Please have a review on it.","Now after the last update has been launched, the app is being somewhat complex. The orders of the transaction is not working correctly. Please have a review on it."
It's not working at abroad for me. It was good in home country. I don't why the reason is! please advice me any one who has an experience.,1,2023-03-14,CBE,A Google user,It's not working at abroad for me. It was good in home country. I don't why the reason is! please advice me any one who has an experience.,It's not working at abroad for me. It was good in home country. I don't why the reason is! please advice me any one who has an experience.
"Simple, reliable. And updates regularly. Impressive.",4,2023-03-14,CBE,A Google user,"Simple, reliable. And updates regularly. Impressive.","Simple, reliable. And updates regularly. Impressive."
👍,5,2023-03-14,CBE,A Google user,👍,thumbs up
ኢትዮጵያ,5,2023-03-12,CBE,A Google user,Ethiopia,
"Dear CBE Team, The updated version of CbE application is very interesting and has an additional features which is very nice but still the app doesn't have an option of transferring money into another Telebirr service number rather than own Telebirr account...so please add this feature.",4,2023-03-12,CBE,A Google user,"Dear CBE Team, The updated version of CbE application is very interesting and has an additional features which is very nice but still the app doesn't have an option of transferring money into another Telebirr service number rather than own Telebirr account...so please add this feature.","Dear CBE Team, The updated version of CbE application is very interesting and has an additional features which is very nice but still the app doesn't have an option of transferring money into another Telebirr service number rather than own Telebirr account...so please add this feature."
Still now i can't even see my current balance..? It has been a while... is it just me or somebody else's problem too..?,2,2023-03-12,CBE,A Google user,Still now i can't even see my current balance..? It has been a while... is it just me or somebody else's problem too..?,Still now i can't even see my current balance..? It has been a while... is it just me or somebody else's problem too..?
Transactions history is not being fully shown fix it,2,2023-03-12,CBE,A Google user,Transactions history is not being fully shown fix it,Transactions history is not being fully shown fix it
Good app,4,2023-03-11,CBE,A Google user,Good app,Good app
"the best app, than you so much ,becouse of this app Things so easy",5,2023-03-11,CBE,A Google user,"the best app, than you so much ,becouse of this app Things so easy","the best app, than you so much ,becouse of this app Things so easy"
It so good App,5,2023-03-11,CBE,A Google user,It so good App,It so good App
Almost Impossible to use it aboard.,1,2023-03-11,CBE,A Google user,Almost Impossible to use it aboard.,Almost Impossible to use it aboard.
Good and easy,5,2023-03-11,CBE,A Google user,Good and easy,Good and easy
It's fantastic apps,5,2023-03-11,CBE,A Google user,It's fantastic apps,It's fantastic apps
"For those who have only one phone but have two bank accounts, it is not possible to administer both accounts in one phone. Please, make your program to allow two accounts in one phone.",4,2023-03-11,CBE,A Google user,"For those who have only one phone but have two bank accounts, it is not possible to administer both accounts in one phone. Please, make your program to allow two accounts in one phone.","For those who have only one phone but have two bank accounts, it is not possible to administer both accounts in one phone. Please, make your program to allow two accounts in one phone."
"The app is good. However, whenever you changed your phone it requires authorization ID, approaching a branch is mandatory. The password reset option should be available to the user by adding other security details like user name, biometrics, account number, etc.",3,2023-03-10,CBE,A Google user,"The app is good. However, whenever you changed your phone it requires authorization ID, approaching a branch is mandatory. The password reset option should be available to the user by adding other security details like user name, biometrics, account number, etc.","The app is good. However, whenever you changed your phone it requires authorization ID, approaching a branch is mandatory. The password reset option should be available to the user by adding other security details like user name, biometrics, account number, etc."
When ever I change my phone or something happened why would I have to go to the office to get the code this app this not amazing I didn't like it this is big problem u have to change this if I have to go to the bank every time I change phone or anything happened it bad app in this time in this technology.,1,2023-03-10,CBE,A Google user,When ever I change my phone or something happened why would I have to go to the office to get the code this app this not amazing I didn't like it this is big problem u have to change this if I have to go to the bank every time I change phone or anything happened it bad app in this time in this technology.,When ever I change my phone or something happened why would I have to go to the office to get the code this app this not amazing I didn't like it this is big problem u have to change this if I have to go to the bank every time I change phone or anything happened it bad app in this time in this technology.
Best,1,2023-03-10,CBE,A Google user,Best,Best
Nice,4,2023-03-10,CBE,A Google user,Nice,Nice
Ok 👌,4,2023-03-10,CBE,A Google user,Ok 👌,Ok
It's a good update but the system doesn't work a lot of time,3,2023-03-10,CBE,A Google user,It's a good update but the system doesn't work a lot of time,It's a good update but the system doesn't work a lot of time
The recent updated version shows a very short period transactions. Thus it has to be improved and in this regard the previous version was better.,3,2023-03-09,CBE,A Google user,The recent updated version shows a very short period transactions. Thus it has to be improved and in this regard the previous version was better.,The recent updated version shows a very short period transactions. Thus it has to be improved and in this regard the previous version was better.
በጣም አሪፍ Application ነው።,5,2023-03-09,CBE,A Google user,በጣም አሪፍ Application ነው።,Application
In the next update if it is possible if there is a confirmation requested to confirm the payment again the pin requested before transferring(like telbirr),4,2023-03-09,CBE,A Google user,In the next update if it is possible if there is a confirmation requested to confirm the payment again the pin requested before transferring(like telbirr),In the next update if it is possible if there is a confirmation requested to confirm the payment again the pin requested before transferring(like telbirr)
I love,5,2023-03-09,CBE,A Google user,I love,I love
This version is so slow,1,2023-03-09,CBE,A Google user,This version is so slow,This version is so slow
Since the last two weeks I could not see balance. It becomes busy and difficult to check remaining amount.,2,2023-03-09,CBE,A Google user,Since the last two weeks I could not see balance. It becomes busy and difficult to check remaining amount.,Since the last two weeks I could not see balance. It becomes busy and difficult to check remaining amount.
"The most recent update is so impressive that Stops stucking,Speedy transaction.Thanks and keep updating.",4,2023-03-09,CBE,A Google user,"The most recent update is so impressive that Stops stucking,Speedy transaction.Thanks and keep updating.","The most recent update is so impressive that Stops stucking,Speedy transaction.Thanks and keep updating."
Always rely on,5,2023-03-08,CBE,A Google user,Always rely on,Always rely on
Recent transactions history was loading properly and used to preview older histories too but not anymore and that sucks! So work on transactions history well!,1,2023-03-08,CBE,A Google user,Recent transactions history was loading properly and used to preview older histories too but not anymore and that sucks! So work on transactions history well!,Recent transactions history was loading properly and used to preview older histories too but not anymore and that sucks! So work on transactions history well!
The worst app and bank.,1,2023-03-08,CBE,A Google user,The worst app and bank.,The worst app and bank.
A very cool app👍🏽👍🏽👍🏽,5,2023-03-08,CBE,A Google user,A very cool app👍🏽👍🏽👍🏽,A very cool app thumbs up thumbs up thumbs up
Tamam app!,5,2023-03-08,CBE,A Google user,Ok app!,Tamam app!
Excellent app but not CBE,5,2023-03-06,CBE,A Google user,Excellent app but not CBE,Excellent app but not CBE
Best app,5,2023-03-06,CBE,A Google user,Best app,Best app
Ok,5,2023-03-06,CBE,A Google user,Ok,Ok
ሲቢኑር,5,2023-03-06,CBE,A Google user,Sibyur,
Perfect,5,2023-03-06,CBE,A Google user,Perfect,Perfect
sakas sakad,5,2023-03-06,CBE,A Google user,Sakas Sakad,sakas sakad
"Easy to use,and time saver.",5,2023-03-06,CBE,A Google user,"Easy to use,and time saver.","Easy to use,and time saver."
Khaatimaa bareeddu nuuf kannee Qabrii teenya Caffee jannataa nuuf Godhee nuhaa gamma chiisu Rabbiin,5,2023-03-05,CBE,A Google user,May Allah grant us a beautiful khatima and make our graves a cafe of Paradise for us and may Allah make us happy,Khaatimaa bareeddu nuuf kannee Qabrii teenya Caffee jannataa nuuf Godhee nuhaa gamma chiisu Rabbiin
This app is awesome 👍,5,2023-03-05,CBE,A Google user,This app is awesome 👍,This app is awesome thumbs up
"It is a very simple and convenient application, if exporting or downloading option included more preferable",3,2023-03-05,CBE,A Google user,"It is a very simple and convenient application, if exporting or downloading option included more preferable","It is a very simple and convenient application, if exporting or downloading option included more preferable"
Good,5,2023-03-04,CBE,A Google user,Good,Good
It very nice connection So it is better to releases for us,5,2023-03-04,CBE,A Google user,It very nice connection So it is better to releases for us,It very nice connection So it is better to releases for us
Super exhausting😴,1,2023-03-04,CBE,A Google user,Super exhausting😴,Super exhausting
This application is a step for our country. But we need to upgrade and modify it. It Continously get stucks and gives error.,5,2023-03-04,CBE,A Google user,This application is a step for our country. But we need to upgrade and modify it. It Continously get stucks and gives error.,This application is a step for our country. But we need to upgrade and modify it. It Continously get stucks and gives error.
That is good bank but there is something wrong 😕,2,2023-03-04,CBE,A Google user,That is good bank but there is something wrong 😕,That is good bank but there is something wrong
Wow its ezi to Accse,5,2023-03-04,CBE,A Google user,Wow its ezi to Accse,Wow its ezi to Accse
Better than the other CBE system to send money.,5,2023-03-03,CBE,A Google user,Better than the other CBE system to send money.,Better than the other CBE system to send money.
I wish the app informs who transferred money when it sends deposits credited to my account as Dashen Bank does.,4,2023-03-03,CBE,A Google user,I wish the app informs who transferred money when it sends deposits credited to my account as Dashen Bank does.,I wish the app informs who transferred money when it sends deposits credited to my account as Dashen Bank does.
Not akspriyans,5,2023-03-03,CBE,A Google user,Not akspriyans,Not akspriyans
Nice App,5,2023-03-02,CBE,A Google user,Nice App,Nice App
Easy to use and confidential,5,2023-03-02,CBE,A Google user,Easy to use and confidential,Easy to use and confidential
1 Ahmad jihaad,5,2023-03-01,CBE,A Google user,1 jihad mihad,1 Ahmad jihaad
Best,5,2023-03-01,CBE,A Google user,Best,Best
best,5,2023-02-28,CBE,A Google user,best,best
Cbenr,5,2023-02-27,CBE,A Google user,CBENR,Cbenr
Easy to use !,5,2023-02-27,CBE,A Google user,Easy to use !,Easy to use !
Like it good work,5,2023-02-27,CBE,A Google user,Like it good work,Like it good work
Very nice app,1,2023-02-24,CBE,A Google user,Very nice app,Very nice app
Nice app!,5,2023-02-23,CBE,A Google user,Nice app!,Nice app!
Very bad,1,2023-02-23,CBE,A Google user,Very bad,Very bad
V good,4,2023-02-22,CBE,A Google user,V good,V good
Nice app,5,2023-02-22,CBE,A Google user,Nice app,Nice app
History section is very bad,2,2023-02-22,CBE,A Google user,History section is very bad,History section is very bad
It's Nice,4,2023-02-22,CBE,A Google user,It's Nice,It's Nice
I prefer this app,5,2023-02-21,CBE,A Google user,I prefer this app,I prefer this app
Ni ce app,3,2023-02-21,CBE,A Google user,Ni app,Ni ce app
"It's a great app, thank you",5,2023-02-21,CBE,A Google user,"It's a great app, thank you","It's a great app, thank you"
.jk,3,2023-02-19,CBE,A Google user,.jk,.jk
"A nice app but it has limitations like sometimes stuk to scroldown, late to updete transactions",4,2023-02-19,CBE,A Google user,"A nice app but it has limitations like sometimes stuk to scroldown, late to updete transactions","A nice app but it has limitations like sometimes stuk to scroldown, late to updete transactions"
It's soo good app,5,2023-02-19,CBE,A Google user,It's soo good app,It's soo good app
"The limited transaction listing, only to recent list, makes your app of limited help.",1,2023-02-17,CBE,A Google user,"The limited transaction listing, only to recent list, makes your app of limited help.","The limited transaction listing, only to recent list, makes your app of limited help."
Good,3,2023-02-16,CBE,A Google user,Good,Good
nice.....kept it up,5,2023-02-16,CBE,A Google user,nice.....kept it up,nice.....kept it up
"CBE, Z bank u can always rely on!!!",5,2023-02-15,CBE,A Google user,"CBE, Z bank u can always rely on!!!","CBE, Z bank u can always rely on!!!"
Imisyou,5,2023-02-15,CBE,A Google user,Imisyou,Imisyou
The Best optional application !,5,2023-02-14,CBE,A Google user,The Best optional application !,The Best optional application !
I cannot access the services to transferor to pay my bills,1,2023-02-14,CBE,A Google user,I cannot access the services to transferor to pay my bills,I cannot access the services to transferor to pay my bills
Perfect but sometimes delays,4,2023-02-14,CBE,A Google user,Perfect but sometimes delays,Perfect but sometimes delays
I'm using this supplication when I'm out of my country this is useful,5,2023-02-13,CBE,A Google user,I'm using this supplication when I'm out of my country this is useful,I'm using this supplication when I'm out of my country this is useful
Like app,5,2023-02-13,CBE,A Google user,Like app,Like app
Nice app,5,2023-02-12,CBE,A Google user,Nice app,Nice app
Ok,5,2023-02-10,CBE,A Google user,Ok,Ok
Best app,5,2023-02-09,CBE,A Google user,Best app,Best app
Use this app,5,2023-02-09,CBE,A Google user,Use this app,Use this app
It is slowwww,1,2023-02-09,CBE,A Google user,It is slowwww,It is slowwww
Doesn't sync multiple accounts,1,2023-02-08,CBE,A Google user,Doesn't sync multiple accounts,Doesn't sync multiple accounts
Yordanos,1,2023-02-06,CBE,A Google user,Yordanos,Yordanos
Please download fastly the apps,5,2023-02-05,CBE,A Google user,Please download fastly the apps,Please download fastly the apps
Great app,5,2023-02-05,CBE,A Google user,Great app,Great app
It is good,5,2023-02-05,CBE,A Google user,It is good,It is good
Good,5,2023-02-04,CBE,A Google user,Good,Good
Nice App!! keep going 👍,5,2023-02-04,CBE,A Google user,Nice App!! keep going 👍,Nice App!! keep going thumbs up
Good app,5,2023-02-04,CBE,A Google user,Good app,Good app
It is very good application,5,2023-02-03,CBE,A Google user,It is very good application,It is very good application
new app,5,2023-02-03,CBE,A Google user,new app,new app
It's to easy to transfer local money thats why.,4,2023-02-03,CBE,A Google user,It's to easy to transfer local money thats why.,It's to easy to transfer local money thats why.
"Nice experience from last 3 years Only problem is that, added beneficiary not working. But overall good experience.",5,2023-02-03,CBE,A Google user,"Nice experience from last 3 years Only problem is that, added beneficiary not working. But overall good experience.","Nice experience from last 3 years Only problem is that, added beneficiary not working. But overall good experience."
Good,5,2023-02-02,CBE,A Google user,Good,Good
Awesome apps but the new update failed starting from January 31 2023,1,2023-02-01,CBE,A Google user,Awesome apps but the new update failed starting from January 31 2023,Awesome apps but the new update failed starting from January 31 2023
የተላከ ገንዘብ መቼ ነዉ ሚለቀቀዉ,5,2023-02-01,CBE,A Google user,When the Money Sent,
Best,5,2023-02-01,CBE,A Google user,Best,Best
Nice app,5,2023-02-01,CBE,A Google user,Nice app,Nice app
When trying to open the app from another country it asks for a verification code that can only be obtained from the nearest bank branch. This is not logical if you want Ethiopians from around the world to be able to use the application. Please review this.,1,2023-01-30,CBE,A Google user,When trying to open the app from another country it asks for a verification code that can only be obtained from the nearest bank branch. This is not logical if you want Ethiopians from around the world to be able to use the application. Please review this.,When trying to open the app from another country it asks for a verification code that can only be obtained from the nearest bank branch. This is not logical if you want Ethiopians from around the world to be able to use the application. Please review this.
I always like this banking app,5,2023-01-30,CBE,A Google user,I always like this banking app,I always like this banking app
Why are the messages always come to me very late? I can't even see who has deposed the money it's very annoying. You have to fix this,3,2023-01-29,CBE,A Google user,Why are the messages always come to me very late? I can't even see who has deposed the money it's very annoying. You have to fix this,Why are the messages always come to me very late? I can't even see who has deposed the money it's very annoying. You have to fix this
